#sequence-name	taxid	genus-species
8badd1ea9db3c50bbb3c408603f70fe3_4469	0	
70dc23fd8fec892c14090e9c1921c087_4429	0	Prionchulus muscorum;Prionchulus punctatus
3d5c0788908483b334f33b9ad416878b_4399	0	Aporcelaimellus sp.
47c70a66ce3bf6ccd39f0688e3312447_4273	0	
a63799a052d860e1e681da2f2e5de397_4247	0	
2c73904f22430c7969205c6c9a3fedc6_4126	0	Aporcelaimellus sp.
502a180efd56f23b177cc6998eae2ec5_3936	0	
37035c9dd42ad673be7184f2c02d8d82_3784	0	
82f52c3e2cfdb658fdf822d3716dd81d_3758	0	
ad1e29de90ae2521dc5857c82292d7af_3754	0	Prionchulus muscorum;Prionchulus punctatus
7587cef814ac1e2ab3cc8ca3b4058e5e_3600	0	
756183024b9d96c968992c562e6784c0_3519	0	
cad4b24101fa76fade28aa619eef3802_3410	0	Prionchulus sp.
8fda2fb5fba56873727b30f9407b856e_3342	0	
8208487fa08a1017856ac1f31a818eae_3232	0	
8bc74f277478cb104b7d6b60a4adb107_3224	0	Alaimus sp.
d796464ddeeba003ea14c0a193948e65_3204	0	
61740ffcb310f2795849404d6955a3f4_3188	0	
1fd61ebd2f7b8bc19a1c78b8f827c919_3163	0	
2c065c63b39b3672ed001dd9b708549d_3078	0	
d1dcbf547df3e815f046b790d9f7edcd_3002	0	
85528d17455791d38681c63928d8470b_2953	0	
a81d69341e38c1e617d3278e2990f629_2939	0	
dc91d9dd8c4e1b90abaa45ae32cb583e_2841	0	
f388533460e221f0b239db4c15d8b20a_2818	0	
9066c8fc511aa84c4c671bdd706e6287_2793	0	Alaimus sp.
bc9f32933de29081b686aaed6f57463e_2750	0	
a9c37567526fdc8b76ebebb9e756dd8a_2692	0	
310c29a7a46597a0986aba21d3bd20a7_2685	0	
f9f20ccb158873303ea1bc28f93834f1_2613	0	
07396a30220389c7485ba23f28b8b3ac_2598	0	
ad54592064a3eca9684cd84c602738be_2560	0	
5754b7ae3e090cd4d6cb596d1d6001ff_2483	0	
5840cfa3febdcce93ffce332418ffe6d_2471	0	Plectus sp.
4c847044f7c1a4e43e424b7b7a968b25_2387	0	Prionchulus muscorum;Prionchulus punctatus
ffbc6fcf7869b3bdae1be51c9a4891ee_2365	0	
23544b618d7ca3ff8a06a29c1a2fed5c_2298	0	Fungi
440726ff6229b84d8a026fb42be9de1f_2248	0	Fungi
549d483f80788a2772ad3058982b84fa_2197	0	
2ab86c090063e49145fc6c112eda7c29_2154	0	
290e929364e6621b6aca6c4a1c7eae9c_1959	0	
b37504b02321fafe123e45500283342e_1900	0	
8f440b6899fc873cea33c1b5e05698c8_1828	0	
0f17e70571fa2767a11f4d0232b00a3f_1822	0	Fungi
c1ace7f3d3564454d3d7042d1bcfb491_1730	0	
fd66086d9810970dab466adc1c3d2880_1708	0	Prionchulus sp.
54c36d06ec320e0c4bc07240786e92a2_207	0	Blastocystis sp.
276527e170d727d04711b03ea3ce3c1a_122	0	Fungi
1adbaf7b557fd005a34309a972b9e682_119	0	
dd8d1f8024a6514f01a48812ef6d0fdf_58	0	Blastocystis sp.
767ad557a6ed19de2b660e7b4f57092d_50	0	Blastocystis sp.
54d6b138a9995e8724ce205b7dc1662c_47	0	Fungi
